Finess,Année,Département,Commune,Nom,Catégorie,ivg_2018,medic_2018,tard_2018,% médic.,cat_medic,% tard.,cat_tard,évol_13_18,cat_evol,ivg_2013,ivg_2014,ivg_2015,ivg_2016,ivg_2017,ivg_2018,lat,lon
930000328,2018,SEINE-SAINT-DENIS,ST DENIS,CH GENERAL DELAFONTAINE,Centres Hospitaliers,986,221,141,"0,224137931",moins que la moyenne,"0,1430020284",plus que la moyenne,"-0,03048180924",stable,1017,991,1064,1139,1049,986,48.9361682574317,2.37278428998741
930000336,2018,SEINE-SAINT-DENIS,AULNAY SOUS BOIS,CHI ROBERT BALLANGER,Centres Hospitaliers,719,486,73,"0,6759388039",plus que la moyenne,"0,1015299026",plus que la moyenne,"-0,206401766",en baisse,906,768,851,674,621,719,48.9341912932167,2.5000804296669
930300595,2018,SEINE-SAINT-DENIS,TREMBLAY EN FRANCE,HOPITAL PRIVE DU VERT GALANT,Etablissements de Soins de Courte Durée,234,217,0,"0,9273504274",plus que la moyenne,0,pas d'IVG tardives,"0,0985915493",en hausse,213,203,232,233,251,234,48.940967936565,2.57279117975231
930300116,2018,SEINE-SAINT-DENIS,LE BLANC MESNIL,HOPITAL PRIVE DE LA SEINE SAINT DENIS,Etablissements de Soins de Courte Durée,285,237,0,"0,8315789474",plus que la moyenne,0,pas d'IVG tardives,"-0,4367588933",en baisse,506,497,396,329,290,285,48.9363293874148,2.4577952687688
930300025,2018,SEINE-SAINT-DENIS,AUBERVILLIERS,HOPITAL EUROPEEN LA ROSERAIE,Etablissements de Soins de Courte Durée,140,139,1,"0,9928571429",plus de 95%,"0,007142857143",moins que la moyenne,"-0,2631578947",en baisse,190,55,55,124,81,140,48.9053098535212,2.39021275293774
930300082,2018,SEINE-SAINT-DENIS,BAGNOLET,CENTRE MEDICO CHIRURGICAL FLOREAL,Etablissements de Soins de Courte Durée,1,0,0,0,aucune,0,pas d'IVG tardives,,nouvel établissement,,,,18,9,1,48.8784913061266,2.43114395011863
930300553,2018,SEINE-SAINT-DENIS,STAINS,CLINIQUE DE L ESTREE,Etablissements de Soins de Courte Durée,196,6,17,"0,0306122449",moins que la moyenne,"0,08673469388",plus que la moyenne,"-0,6223506744",en forte baisse,519,467,284,287,208,196,48.9549027304026,2.36744996746978
930300298,2018,SEINE-SAINT-DENIS,LIVRY GARGAN,POLYCLINIQUE VAUBAN SANTE,Etablissements de Soins de Courte Durée,84,0,15,0,aucune,"0,1785714286",plus que la moyenne,"-0,7931034483",en forte baisse,406,293,250,148,166,84,48.9182630221516,2.52365144715171
940000573,2018,VAL-DE-MARNE,CRETEIL,CHI DE CRETEIL,Centres Hospitaliers,187,0,47,0,aucune,"0,2513368984",plus que la moyenne,"-0,5325",en forte baisse,400,232,209,235,212,187,48.7976050643285,2.46450305027607
940120017,2018,VAL-DE-MARNE,ST MANDE,HIA BEGIN,Etab.de soins relevant du service de santé des armées,28,25,1,"0,8928571429",plus que la moyenne,"0,03571428571",moins que la moyenne,"-0,6888888889",en forte baisse,90,80,14,22,54,28,48.8455370567498,2.42648917771596
940300270,2018,VAL-DE-MARNE,NOGENT SUR MARNE,HOPITAL PRIVE ARMAND BRILLARD,Etablissements de Soins de Courte Durée,103,18,2,"0,1747572816",moins que la moyenne,"0,01941747573",moins que la moyenne,"-0,6543624161",en forte baisse,298,231,199,177,148,103,48.8331884493107,2.4725143279211
940300379,2018,VAL-DE-MARNE,ST MAUR DES FOSSES,CLINIQUE GASTON METIVET,Etablissements de Soins de Courte Durée,115,0,15,0,aucune,"0,1304347826",plus que la moyenne,"-0,6006944444",en forte baisse,288,246,282,229,158,115,48.8049138420038,2.47841809592879
940300551,2018,VAL-DE-MARNE,VITRY SUR SEINE,HOPITAL PRIVE DE VITRY SITE NORIETS,Etablissements de Soins de Courte Durée,186,29,14,"0,1559139785",moins que la moyenne,"0,0752688172",plus que la moyenne,"-0,7700865266",en forte baisse,809,427,319,216,194,186,48.7938923272514,2.38106588914353
940813033,2018,VAL-DE-MARNE,CHARENTON LE PONT,CLINIQUE DE BERCY,Etablissements de Soins de Courte Durée,2,0,0,0,aucune,0,pas d'IVG tardives,"-0,9696969697",en forte baisse,66,46,25,3,4,2,48.8226841216063,2.39720615203184
940100043,2018,VAL-DE-MARNE,LE KREMLIN BICETRE,HU PARIS SUD SITE KREMLIN BICETRE APHP,Centres Hospitaliers Régionaux,934,149,93,"0,1595289079",moins que la moyenne,"0,09957173448",plus que la moyenne,"-0,04303278689",stable,976,926,903,822,980,934,48.8099378922519,2.35794972572017
940000599,2018,VAL-DE-MARNE,VILLENEUVE ST GEORGES CEDE,CHI LUCIE ET RAYMOND AUBRAC,Centres Hospitaliers,374,40,47,"0,1069518717",moins que la moyenne,"0,1256684492",plus que la moyenne,"0,08092485549",en hausse,346,322,339,380,393,374,48.7232563473894,2.45023384047002
940006679,2018,VAL-DE-MARNE,BRY SUR MARNE,HOPITAL PRIVE DE MARNE LA VALLEE,Etablissements de Soins de Courte Durée,59,0,0,0,aucune,0,pas d'IVG tardives,"-0,6358024691",en forte baisse,162,203,140,109,104,59,48.8389154178098,2.53792753031227
940016868,2018,VAL-DE-MARNE,ST MAURICE,LES HOPITAUX DE SAINT MAURICE,Centres Hospitaliers,593,293,49,"0,4940978078",moins que la moyenne,"0,0826306914",plus que la moyenne,"0,07622504537",en hausse,551,457,492,368,496,593,48.8202304807833,2.42343887296856
950000315,2018,VAL-D'OISE,BEAUMONT SUR OISE,GH CARNELLE PORTES OISE SITE FRITSCHI,Centres Hospitaliers,260,185,12,"0,7115384615",plus que la moyenne,"0,04615384615",moins que la moyenne,"0,03174603175",stable,252,298,215,187,229,260,49.144566781007,2.29071136437761
950000331,2018,VAL-D'OISE,GONESSE,CH GENERAL DE GONESSE,Centres Hospitaliers,594,536,62,"0,9023569024",plus que la moyenne,"0,1043771044",plus que la moyenne,"1,121428571",en hausse,280,428,497,473,534,594,48.9946979929842,2.45145219368127
950000323,2018,VAL-D'OISE,EAUBONNE,GHEM SIMONE VEIL SITE EAUBONNE,Centres Hospitaliers,741,506,41,"0,6828609987",plus que la moyenne,"0,05533063428",moins que la moyenne,"4,408759124",en hausse,137,203,352,478,614,741,49.0002119548766,2.26952616615812
950000307,2018,VAL-D'OISE,ARGENTEUIL,CH VICTOR DUPOUY,Centres Hospitaliers,569,395,43,"0,6942003515",plus que la moyenne,"0,0755711775",plus que la moyenne,"0,1804979253",en hausse,482,471,625,594,542,569,48.9447334398132,2.24011956667636
950300202,2018,VAL-D'OISE,L ISLE ADAM,CLINIQUE CONTI,Etablissements de Soins de Courte Durée,35,2,1,"0,05714285714",moins que la moyenne,"0,02857142857",moins que la moyenne,"-0,7741935484",en forte baisse,155,103,65,66,71,35,49.126444600465,2.2350233819
950300277,2018,VAL-D'OISE,SARCELLES,HOPITAL PRIVE NORD PARISIEN,Etablissements de Soins de Courte Durée,443,302,6,"0,6817155756",plus que la moyenne,"0,01354401806",moins que la moyenne,"-0,133072407",en baisse,511,456,464,453,445,443,48.9803370498617,2.37805614324951
950300350,2018,VAL-D'OISE,CORMEILLES EN PARISIS,CLINIQUE DU PARISIS,Etablissements de Soins de Courte Durée,21,1,0,"0,04761904762",moins que la moyenne,0,pas d'IVG tardives,"-0,8372093023",en forte baisse,129,160,159,117,119,21,48.9734732063166,2.19849355858631
950807982,2018,VAL-D'OISE,ERMONT,CLINIQUE CLAUDE BERNARD,Etablissements de Soins de Courte Durée,167,0,2,0,aucune,"0,0119760479",moins que la moyenne,"-0,5906862745",en forte baisse,408,369,281,227,189,167,48.9812687187788,2.26442866314798
950000364,2018,VAL-D'OISE,PONTOISE,CH RENE DUBOS,Centres Hospitaliers,1091,667,69,"0,6113657195",plus que la moyenne,"0,06324472961",moins que la moyenne,"1,031657356",en hausse,537,579,706,921,971,1091,49.0649591880744,2.09442834623636
950300095,2018,VAL-D'OISE,BEZONS,POLYCLINIQUE DU PLATEAU,Etablissements de Soins de Courte Durée,9,0,0,0,aucune,0,pas d'IVG tardives,"-0,4705882353",en baisse,17,3,10,10,15,9,48.9338276740226,2.20422852041416
970107249,2018,GUADELOUPE,BAIE MAHAULT,"CLINIQUE ""LES EAUX CLAIRES""",Etablissements de Soins de Courte Durée,159,26,8,"0,1635220126",moins que la moyenne,"0,05031446541",moins que la moyenne,"-0,7332214765",en forte baisse,596,384,307,206,193,159,16.2364250321397,-61.5859245309288
970112835,2018,GUADELOUPE,LES ABYMES,POLYCLINIQUE DE GUADELOUPE (SITE CHU),Etablissements de Soins de Courte Durée,899,643,84,"0,7152391546",plus que la moyenne,"0,09343715239",plus que la moyenne,,nouvel établissement,,,,,,899,16.233821,-61.528460
970211223,2018,MARTINIQUE,LA TRINITE,CHU DE MARTINIQUE SITE DE TRINITE,Centres Hospitaliers Régionaux,245,196,15,"0,8",plus que la moyenne,"0,0612244898",moins que la moyenne,"-0,5351043643",en forte baisse,527,432,376,289,304,245,14.7377328465141,-60.965074731154
970211256,2018,MARTINIQUE,FORT DE FRANCE,CHU DE MARTINIQUE SITE MERE ENFANT,Centres Hospitaliers Régionaux,1453,793,99,"0,5457673778",moins que la moyenne,"0,06813489332",plus que la moyenne,"-0,1340882002",en baisse,1678,1752,1728,1736,1569,1453,14.5984581647879,-61.0560318316514
970300026,2018,GUYANE,CAYENNE,CENTRE HOSPITALIER DE CAYENNE,Centres Hospitaliers,676,320,124,"0,4733727811",moins que la moyenne,"0,1834319527",plus que la moyenne,"0,5363636364",en hausse,440,508,477,549,594,676,4.92364397897608,-52.3197871999144
970300083,2018,GUYANE,ST LAURENT DU MARONI,"CENTRE HOSPITALIER  ""FRANCK-JOLY""",Centres Hospitaliers,298,256,26,"0,8590604027",plus que la moyenne,"0,08724832215",plus que la moyenne,"0,2163265306",en hausse,245,396,456,369,424,298,5.50339573170294,-54.0296058256708
970302055,2018,GUYANE,CAYENNE,"CLINIQUE ""VERONIQUE""",Etablissements de Soins de Courte Durée,57,0,3,0,aucune,"0,05263157895",moins que la moyenne,"-0,4",en baisse,95,74,60,59,,57,4.93220284872018,-52.3077530041431
970305637,2018,GUYANE,KOUROU,CENTRE HOSPITALIER INTERCOM DE KOUROU,Centres Hospitaliers,262,189,18,"0,7213740458",plus que la moyenne,"0,06870229008",plus que la moyenne,,nouvel établissement,,,,,,262,5.16405351237051,-52.6463620065263
970400024,2018,LA RÉUNION,ST DENIS,CHU SITE FELIX GUYON (SAINT DENIS),Centres Hospitaliers Régionaux,681,523,112,"0,7679882526",plus que la moyenne,"0,1644640235",plus que la moyenne,"0,1426174497",en hausse,596,661,636,579,604,681,-20.8978112936388,55.4416254262837
970400057,2018,LA RÉUNION,ST PIERRE,CHU SITE SUD (SAINT PIERRE),Centres Hospitaliers Régionaux,852,578,94,"0,6784037559",plus que la moyenne,"0,1103286385",plus que la moyenne,"0,02527075812",stable,831,869,772,815,717,852,-21.3463018402317,55.4885603835558
970400065,2018,LA RÉUNION,ST PAUL,CH GABRIEL MARTIN,Centres Hospitaliers,644,405,59,"0,6288819876",plus que la moyenne,"0,09161490683",plus que la moyenne,"-0,2296650718",en baisse,836,793,719,664,663,644,-21.0128113184528,55.2704091628149
970400073,2018,LA RÉUNION,ST BENOIT,GHER (SAINT-BENOIT),Centres Hospitaliers,100,73,10,"0,73",plus que la moyenne,"0,1",plus que la moyenne,"-0,8233215548",en forte baisse,566,534,521,523,431,100,-21.0585997861164,55.711374565898
970404844,2018,LA RÉUNION,ST DENIS,CLINIQUE SAINT VINCENT,Etablissements de Soins de Courte Durée,132,0,0,0,aucune,0,pas d'IVG tardives,"-0,1081081081",en baisse,148,126,90,90,105,132,-20.880129685124,55.4489878349981
970100012,2018,GUADELOUPE,LES ABYMES,POLYCLINIQUE DE LA GUADELOUPE,Etablissements de Soins de Courte Durée,131,131,1,1,plus de 95%,"0,007633587786",moins que la moyenne,"-0,238372093",en baisse,172,153,121,145,116,131,16.2340718975921,-61.5276644892009
970100392,2018,GUADELOUPE,BASSE TERRE,CENTRE HOSPITALIER DE LA BASSE -TERRE,Centres Hospitaliers,332,265,17,"0,7981927711",plus que la moyenne,"0,05120481928",moins que la moyenne,"-0,4275862069",en baisse,580,423,357,341,372,332,15.998929008049,-61.7210883391881
970100400,2018,GUADELOUPE,ST MARTIN,C. H. DE MARIGOT,Centres Hospitaliers,138,46,20,"0,3333333333",moins que la moyenne,"0,1449275362",plus que la moyenne,"0,3529411765",en hausse,102,111,120,148,141,138,18.0670430047216,-63.084698373424
970100426,2018,GUADELOUPE,GRAND BOURG,C.H. STE MARIE,Centres Hospitaliers,32,32,0,1,plus de 95%,0,pas d'IVG tardives,,nouvel établissement,,,,,,32,15.894055230273,-61.2988678279759
970462024,2018,LA RÉUNION,LE PORT,CLINIQUE JEANNE D'ARC,Etablissements de Soins de Courte Durée,170,135,4,"0,7941176471",plus que la moyenne,"0,02352941176",moins que la moyenne,,nouvel établissement,,13,120,120,154,170,-20.9369731975381,55.2963982186269
970462107,2018,LA RÉUNION,STE CLOTILDE,CLINIQUE STE-CLOTILDE,Etablissements de Soins de Courte Durée,374,368,2,"0,9839572193",plus de 95%,"0,005347593583",moins que la moyenne,"0,03888888889",stable,360,469,404,400,355,374,-20.902440418661,55.4769414260257
980500011,2018,MAYOTTE,MAMOUDZOU,CHM,Centres Hospitaliers,1342,808,226,"0,6020864382",plus que la moyenne,"0,1684053651",plus que la moyenne,"-0,001488095238",stable,1344,1388,1517,1402,1273,1342,-12.7798859532987,45.2286781294463
