Nom,Structure,Methodes Pratiquees,Horaires,Lien,Adresse,Ville,Dép.,Rég.
Centre de PMI et de Planification Brossolette de Vigneux-sur-Seine,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil;Du lundi au vendredi de 9h à 12 h et de 13h30 à 17h;Sauf le lundi matin et le mercredi matin;01 69 00 12 73 ,https://www.ivglesadresses.org/centre_davortement/centre-brossolette/,"115, rue Pierre Brossolette","91270, VIGNEUX-SUR-SEINE",91,11
Dr Jean-Jacques PEYRE,Cabinet médical,IVG médicamenteuse,01 43 96 33 22 En congés du 09/07 au 24/07/2014,https://www.ivglesadresses.org/centre_davortement/dr-jean-jacques-peyre/,41 Square Dufourmantelle,"94700, MAISONS-ALFORT",94,11
Centre de Planification et d’Education Familiale Epinal,Centre de Planification et d'Education Familiale,IVG médicamenteuse,"Lundi AM, Mercredi AM;03.29.68.43.54 ",https://www.ivglesadresses.org/centre_davortement/centre-de-planification-deducation-familiale-epinal/,"31, rue Thiers","88000, Epinal",88,44
Centre hospitalier de Sarrebourg,Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,"03.87.23.26.09/24.71 Du lundi au jeudi, 8h-12h - 13h-17h, le vendredi: 8h-12h - 13h - 16h;03.87.23.24.25",https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-sarrebourg/,rue des roses,"57400, Sarrebourg",57,44
Centre de PMI et de Planification Arcueil,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 45 47 12 23 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-familiale-arcueil/,"5, rue Berthollet","94110, ARCUEIL",94,11
Centre d’Accueil et de Soins Hospitaliers,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 9h à 16h30;01 47 69 66 41 Consultations IVG sur RDV;Standard hôpital: 01 47 69 65 65,https://www.ivglesadresses.org/centre_davortement/centre-daccueil-et-de-soins-hospitaliers/,403 avenue de la République,"92014, NANTERRE",92,11
Dr Toufik Al Khoury,Cabinet médical,IVG médicamenteuse,02 31 90 57 18 ,https://www.ivglesadresses.org/centre_davortement/dr-toufil-al-khoury/,11 Rue Frederic Galleron,"14700, Falaise",14,28
Centre Hospitalier du Vésinet,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 30 15 83 92 ,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-du-vesinet/,72 avenue de la Princesse,"78110, LE VESINET",78,11
Centre de PMI et de Planification Les Acacias,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Accueil;Lundi de 13h30 à 19h30;Mardi de 8h30 à 12h et de 13h30 à 19h30;Du mercredi au vendredi de 8h30 à 12h et de 13h30 à 17h;01 48 96 51 26 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-les-acacias/,"99, avenue Marceau","93700, DRANCY",93,11
Dr Fabien QUEDEVILLE,Cabinet médical,IVG médicamenteuse,01 64 48 13 68 ,https://www.ivglesadresses.org/centre_davortement/dr-fabien-quedeville/,34 rue François Mouthon - Bâtiment A,"91380, CHILLY-MAZARIN",91,11
Dr Pierre FROUARD,Cabinet médical,IVG médicamenteuse,02 99 59 72 63 ,https://www.ivglesadresses.org/centre_davortement/dr-pierre-frouard/,1 rue d'Armagnac,"35000, RENNES",35,53
Institut Alfred Fournier,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil;Du lundi au vendredi;De 8h30 à 18h;01 40 78 26 00 ,https://www.ivglesadresses.org/centre_davortement/institut-alfred-fournier/,25 Boulevard Saint-Jacques,"75014, PARIS",75,11
Dr Yahn ROUQUET – Clinique des Noriets,Clinique,IVG médicamenteuse,01 45 59 55 00 ,https://www.ivglesadresses.org/centre_davortement/dr-yahn-rouquet-clinique-des-noriets/,Clinique des Noriets,"94400, VITRY-SUR-SEINE",94,11
Centre de santé MGEN,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Accueil;Du lundi au vendredi - De 8h à 19h;01 44 49 28 28 / 0820 01 28 28 ,https://www.ivglesadresses.org/centre_davortement/centre-de-sante-mgen/,178 rue de Vaugirard,"75015, PARIS",75,11
Centre Hospitalier Intercommunal CASTRES-MAZAMET,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat: 05 63 71 63 71 ,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-intercommunal-castres-mazamet/,"6, Avenue de la Montagne Noire","81100, CASTRES",81,76
Centre de PMI et de Planification de Maurepas,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 39 38 23 60 ,https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-de-maurepas/,5 square de la Marche,"78310, MAUREPAS",78,11
Centre de Planification et d’Education Familiale SAINT-AVOLD,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,"Lundi de 13h00 à 18h00, mercredi de 12h30 à 18h00 et vendredi de 13h00 à 16h00;03 87 92 95 46 ",https://www.ivglesadresses.org/centre_davortement/centre-de-planification-deducation-familiale-saint-avold/,14 rue Altmeyer,"57500, Saint Avold",57,44
Centre de PMI et de Planification Salengro,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil;Du lundi au vendredi de 9h à 17h;01 48 30 47 17 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-de-drancy-salengro/,110 Rue Roger Salengro,"93700, DRANCY",93,11
Centre de PMI et de Planification de Trappes,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 30 50 84 90 ,https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-de-trappes/,4 rue Jean Moulin,"78190, TRAPPES",78,11
Centre de PMI et de Planification de l’Union,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 48 44 21 59 ,https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-de-lunion/,"4, Rue de l'Union","93130, NOISY-LE-SEC",93,11
Dr Isaac NEUMAN,Cabinet médical,IVG médicamenteuse,01 53 21 05 50 ,https://www.ivglesadresses.org/centre_davortement/dr/,15 Rue Bellefond,"75009, PARIS",75,11
Clinique Gaston Métivet,Clinique,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi - De 9h à 18h;Le samedi - De 9h à 13h;01 49 76 76 10 ou 01 49 76 79 74 (cabinet des gynécologues pour les consultations) Consultations IVG sur RDV;Du lundi au vendredi;Standard 01 49 76 76 49,https://www.ivglesadresses.org/centre_davortement/clinique-gaston-metivet/,"48, Rue Alsace Lorraine","94100, SAINT-MAUR-DES-FOSSES",94,11
Dr Stéphanie HENRY,Cabinet médical,IVG médicamenteuse,02 31 92 18 39 ,https://www.ivglesadresses.org/centre_davortement/dr-stephanie-henry/,9 rue Saint Quentin,"14400, Bayeux",14,28
Dr Michel MOLINIER,Cabinet médical,IVG médicamenteuse,01 42 82 08 70 ,https://www.ivglesadresses.org/centre_davortement/dr-michel-molinier/,"46, rue Fontaine","75009, PARIS",75,11
Dr Jacques BARGIER,Cabinet médical,IVG médicamenteuse,04 90 47 50 14 ,https://www.ivglesadresses.org/centre_davortement/dr-jacques-bargier/,"23, rue Pasteur","13890, MOURIES",13,93
Dr Alain GUEZINGAR,Cabinet médical,IVG médicamenteuse,05 62 63 21 11 ,https://www.ivglesadresses.org/centre_davortement/dr-alain-gueringar/,Rue Masséna,"32000, AUCH",32,76
CH J.Monod Flers,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Lun/jeu: 8h30-17h30;vend:8h30-17h;02-33-62-61-10 ,https://www.ivglesadresses.org/centre_davortement/ch-j-monod-flers/,rue Eugéne Garnier,"61100, Flers",61,28
Centre de PMI et de Planification,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 45 28 10 29 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-7/,"1 bis, rue Saint Louis","93250, VILLEMOMBLE",93,11
Dr Abdelhak HAROUNI,Cabinet médical,IVG médicamenteuse,04 74 43 23 41 ,https://www.ivglesadresses.org/centre_davortement/dr-abdelhak-harouni/,3 rue des Castors,"38300, BOURGOIN-JALLIEU",38,84
Dr Philippe MARISSAL,Cabinet médical,IVG médicamenteuse,04 79 87 10 46 ,https://www.ivglesadresses.org/centre_davortement/dr-philippe-marissal/,Maison médicale du Valromey,"01510, ARTEMARE",01,84
Hôpital Jean Verdier,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 8h à 16h30;01 48 02 68 47 (renseignements) / 65 86 (prise de RDV) Consultations IVG sur RDV;Du lundi au vendredi;Standard 01 48 02 66 66,https://www.ivglesadresses.org/centre_davortement/hopital-jean-verdier/,Avenue du 14 Juillet,"93140, BONDY",93,11
Hôpital Privé d’Antony,Hôpital privé,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 8h30 à 13h et de 13h30 à 17h30;01 46 74 23 71 Consultations IVG sur RDV;Standard 01 46 74 37 00,https://www.ivglesadresses.org/centre_davortement/hopital-prive-dantony/,1 Rue Velpeau,"92160, ANTONY",92,11
Clinique Mutualiste de l’Union,Clinique,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Accueil;Du lundi au samedi de 8h à 18h;04 78 79 47 59 0 826 960 000,https://www.ivglesadresses.org/centre_davortement/clinique-mutualiste-de-lunion/,43 Rue Louis Duclos,"69120, VAULX-EN-VELIN",69,84
Centre Hospitalier René Dubos,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,"Secrétariat;Lundi, mardi, jeudi et vendredi - De 9h à 17h;Mercredi - de 10h à 18h;01 30 75 48 33 Consultations IVG sur RDV;Standard 01 30 75 40 40",https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-rene-dubos/,6 Avenue de l'Île de France,"95303, CERGY PONTOISE",95,11
Dr Mireille BONNEAU,Cabinet médical,IVG médicamenteuse,01 41 55 19 20 ,https://www.ivglesadresses.org/centre_davortement/dr-mireille-bonneau/,2 Boulevard Roy,"93320, LES PAVILLONS SOUS BOIS",93,11
Juliane RAOUL,Cabinet médical,IVG médicamenteuse,Ouverture et contact du lundi au vendredi de 08h30 à 19h;06 77 52 47 49 ,https://www.ivglesadresses.org/centre_davortement/juliane-raoul/,"Bâtiment le Corsuet, 40 route des Gorges du Sierroz","73100, GRESY SUR AIX",73,84
CMS Pierre Rouquès,Centre de Planification et d'Education Familiale,IVG médicamenteuse,01 45 91 70 04 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-neuilly-sur-marne-2/,"5, Rue Ledru Rollin","93330, NEUILLY-SUR-MARNE",93,11
Centre de PMI et de Planification du Londeau,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 48 40 78 95 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-du-londeau/,"3, Rue Paul-Verlaine","93130, NOISY-LE-SEC",93,11
Centre de PMI et de Planification de Neuilly-Plaisance,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil;Du lundi au vendredi de 9h30 à 12h45 et de 13h30 à 17h30;01 43 00 12 38 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-neuilly-plaisance/,"3, Square Jean Mermoz","93360, NEUILLY-PLAISANCE",93,11
Centre Périnatal de Proximité,,IVG médicamenteuse,02-31-71-76-33 02-31-71-76-76,https://www.ivglesadresses.org/centre_davortement/centre-perinatal-de-proximite-5/,5 rue de L'hôpital,"14260, Aunay sur Odon",14,28
Dr Marie-Odile GUILHEMSANS-VENDE,Cabinet médical,IVG médicamenteuse,01 43 41 17 29 ,https://www.ivglesadresses.org/centre_davortement/dr-marie-odile-guilhemsans-vende/,22 BOULEVARD DE REUILLY,"75012, PARIS",75,11
CH Bayeux,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Lun/vend:9h-16h30;02-31-51-55-91 ,https://www.ivglesadresses.org/centre_davortement/ch-bayeux/,13 rue Nesmond,"14400, Bayeux",14,28
Centre de Planification et d’Education Familiale Pierre-Timbaud,Centre de Planification et d'Education Familiale,IVG médicamenteuse,"Accueil;Lundi, Mardi, Mercredi, Jeudi - De 13h30 à 17h;Vendredi - De 9h à 12h;01 40 85 66 83 ",https://www.ivglesadresses.org/centre_davortement/centre-de-planification-et-deducation-familiale-pierre-timbaub/,"66, rue Pierre-Timbaud","92230, GENNEVILLIERS",92,11
Hôpital Bichat (Paris),Centre de Planification et d'Education Familiale - Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 9h30 à 12h30 et de 14h à 16h;La prise de RDV se fait sur place avec échographie et courrier du médecin.;01 40 25 70 19 Consultations IVG sur RDV;Mardi après-midi;Mercredi et vendredi matin;Standard 01 40 25 80 80,https://www.ivglesadresses.org/centre_davortement/hopital-bichat/,46 Rue Henri Huchard,"75018, PARIS",75,11
Dr Xavier ODOUX,Cabinet médical,IVG médicamenteuse,02 32 49 07 17 ,https://www.ivglesadresses.org/centre_davortement/dr-xavier-odoux/,5c Rue des Moulineaux,"27910, Perriers-sur-Andelle",27,28
Dr Muriel ROCHARD,Cabinet médical,IVG médicamenteuse,03 26 80 70 52 ,https://www.ivglesadresses.org/centre_davortement/dr-muriel-rochard/,40 rue de Broyes,"51120, SEZANNE",51,44
Dr Stéphanie HENRY,Cabinet médical,IVG médicamenteuse,02 31 92 18 39 ,https://www.ivglesadresses.org/centre_davortement/dr-stephanie-henry/,9 rue Saint Quentin,"14400, Bayeux",14,28
Centre Hospitalier Langres,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,03 25 87 89 36 ,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-langres/,10 rue de la Charité,"52200, Langres",52,44
Dr Marie-Thérèse CORBEL,Cabinet médical,IVG médicamenteuse,Du lundi au vendredi;9h-12h et 14h-18h;02 99 54 78 38 ,https://www.ivglesadresses.org/centre_davortement/dr-marie-therese-corbel/,7 rue d'Armagnac,"35000, RENNES",35,53
Le Planning Familial 75 Masséna,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 9h30 à 17h30;01 45 84 28 25 Consultations IVG médicamenteuse sur RDV;Mardi à 10h;Accueil sans RDV;Mercredi de 10h à 17h;Vendredi de 10h à 16h,https://www.ivglesadresses.org/centre_davortement/mfpf-le-planning-familial-75-massena/,"9 Villa d’Este – Tour Mantoue (sur le boulevard Masséna, à côté du Géant Casino)","75013, PARIS",75,11
CENTRE HOSPITALIER GENERAL LA CIOTAT,,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,"04 42 08 76 03 Standard, 04 42 08 76 00",https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-general-la-ciotat/,Boulevard Lamartine,"13708, LA CIOTAT",13,93
Dr Odile WALA DE SAINT JORES,Cabinet médical,IVG médicamenteuse,02 33 60 35 55 ,https://www.ivglesadresses.org/centre_davortement/dr-odile-wala-de-saint-jores/,Odile WALA DE SAINT JORES,"50300, Avranches",50,28
CPEF – Maison départementale de la solidarité,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil;Du lundi au vendredi (fermé le mardi après-midi);De 8h30 à 12h et de 13h30 à 17h;04 13 31 80 51 Consultation gynécologique sur RDV;Mardi de 9h à 11h15;Mercredi de 14h à 16h15;Vendredi 1er et 3e du mois de 9h à 11h15,https://www.ivglesadresses.org/centre_davortement/cpef-maison-departementale-de-la-solidarite-3/,Traverse Charles Marville,"13500, MARTIGUES",13,93
Centre de PMI et de Planification d’Orsay,Centre de Planification et d'Education Familiale,IVG médicamenteuse,"Accueil;Lundi, 13h30 à 17h;Mardi - De 9h à 16h;Mercredi - De 9h à 12h;Jeudi - De 14h à 17h;Vendredi - De 13h30 à 16h30;01 69 28 49 42 ",https://www.ivglesadresses.org/centre_davortement/centre-pmi-dorsay/,69 avenue de Paris,"91400, ORSAY",91,11
Centre de Planification et d’Education Familiale MONT-SAINT-MARTIN,Centre de Planification et d'Education Familiale,IVG médicamenteuse,"Lundi et mercredi: 8h30-12h30 et 13h30-17h00, mardi et jeudi: 8h30-12h30 et 13h30-16h20, vendredi: 8h30-12h30 et 13h30-16h00;03.82.44.72.61 03.82.44.70.00",https://www.ivglesadresses.org/centre_davortement/centre-de-planification-deducation-familiale-mont-saint-martin/,"4, rue Alfred Labbé","54350, MONT-SAINT-MARTIN",54,44
Dr Valerie DOKHAN PEREZ,Cabinet médical,IVG chirurgicale (anesthésie locale),01 42 07 02 21 ,https://www.ivglesadresses.org/centre_davortement/dr-valerie-dokhan-perez/,32 Rue Des Meches,"94000, CRETEIL",94,11
Marion Senabre,Cabinet sage-femme,IVG médicamenteuse,06 23 07 49 55 ,https://www.ivglesadresses.org/centre_davortement/marion-senabre/,5 Rue Du Bournard,"92700, Colombes",92,11
Centre de PMI et de Planification,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Lundi au vendredi: de 9h à 17h;01 48 48 78 17 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-5/,"43, avenue de Verdun","93140, BONDY",93,11
Dr Pascal Le Bras,Cabinet médical,IVG médicamenteuse,02 76 78 70 33 ,https://www.ivglesadresses.org/centre_davortement/dr-pascal-bras/,2 rue Louis Lesouef,"76770, Malauney",76,28
Centre de Planification et d’Education Familiale,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 55 53 00 35 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-familiale-2/,1 square de la Galerie,"94400, VITRY-SUR-SEINE",94,11
Dr Jean Pascal BONNEMAINS,Cabinet médical,IVG médicamenteuse,02 32 33 06 80 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-pascal-bonnemains/,37 Rue Saint-Thomas,"27000, Evreux",27,28
Centre périnatal de Proximité et de Petite Enfance,Centre Périnatal de Proximité (CPP),IVG médicamenteuse,lun/ven: 9h-12h30;13h30-17h;02-31-89-80-62 02-31-89-89-89,https://www.ivglesadresses.org/centre_davortement/centre-perinatal-de-proximite-de-petite-enfance/,La Brêche du Bois 7SA,"14113, Criqueboeuf",14,28
Centre de Planification et d’Education Familiale Alfortville,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Accueil;Du lundi au vendredi;De 8h30 à 12h30 et de 13h30 à 17h;01 43 76 84 69 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-familiale-alfortville/,"23, rue Micolon","94140, ALFORTVILLE",94,11
Dr Laurence LACROZE,Cabinet médical,IVG médicamenteuse,01 43 79 98 30 ,https://www.ivglesadresses.org/centre_davortement/dr-laurence-lacroze/,71 rue de la Roquette,"75011, PARIS",75,11
Centre Simone Veil – Hôpital Mère Enfant – CHU de Nantes,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Secrétariat ouvert du lundi au vendredi;De 8h30 à 17h;02 40 08 49 69 Les consultations ont lieu sur rendez-vous;Du lundi au vendredi de 9h à 17h;02 40 08 33 33,https://www.ivglesadresses.org/centre_davortement/centre-simone-veil-hopital-mere-enfant-chu-de-nantes/,Hôpital mère-enfant,"44000, NANTES",44,52
